brand,model,model_year,milage,fuel_type,engine,ext_col,int_col,accident,price
Dodge,Charger SRT Hellcat,2023,5000,Gasoline,717.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Gray,Black,True,110000
Chevrolet,Silverado 1500 ZR2,2022,11597,Gasoline,6.2L V8 16V GDI OHV,Silver Ice Metallic,Jet Black,True,68590
Mercedes-Benz,AMG S 63,2017,86101,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Gray,Red,True,72777
Chevrolet,Silverado 1500 LT,2017,58816,Gasoline,5.3L V8 16V GDI OHV,Black,Jet Black,True,36590
Lexus,RC 350 Base,2016,77856,Gasoline,3.5L V6 24V PDI DOHC,Atomic Silver,Black,True,30919
Lamborghini,Urus Base,2021,20069,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Rosso Mars Metallic,Nero Ade,True,229900
GMC,Acadia SLE-1,2015,115282,Gasoline,3.6L V6 24V GDI DOHC,Crimson Red Tintcoat,Ebony,True,12433
Porsche,911 GT3,2016,30700,Gasoline,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,White,Black,True,138999
MINI,Cooper Base,2003,103726,Gasoline,115.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Red,Gray,True,5995
Mazda,MX-5 Miata Sport,2008,39800,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Blue,Black,True,13250
Toyota,4Runner TRD Off,2019,79500,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,White,Black,True,33333
Toyota,Highlander Limited,2008,165520,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gray,Gray,True,9000
BMW,650 Gran Coupe,2014,92000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,24000
Hyundai,Palisade Calligraphy,2023,1500,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Green,Black,True,55000
Pontiac,Solstice GXP,2008,38100,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Orange,Black,True,19950
Land,Rover Range Rover,2018,42125,Gasoline,237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Black,True,38999
Porsche,Cayenne Diesel,2014,86818,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Silver,Black,True,33500
BMW,M3 Competition xDrive,2023,3490,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Gray,Black,True,95580
Toyota,Avalon Limited,2008,111300,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gold,Beige,True,7900
BMW,M3 Base,2011,98200,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,White,Black,True,27000
Porsche,Panamera Base,2018,42500,Gasoline,330.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Black,Beige,True,53999
Jeep,Wrangler Sport,2001,171000,Gasoline,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,White,Black,True,15000
Honda,Passport TrailSport,2023,11649,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Black,Black,False,39999
Mercedes-Benz,SL-Class SL 550,2013,24933,Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Silver,Red,True,40250
Audi,RS 4 Base,2007,99769,Gasoline,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Gray,White,True,29995
Toyota,Avalon Limited,2022,16156,Gasoline,3.5L V6 24V PDI DOHC,Blueprint,Graphite,True,39390
Mercedes-Benz,E-Class E 350,2008,67250,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,White,Beige,True,11900
GMC,Yukon Denali,2021,30022,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Blue,Black,True,74500
Porsche,Panamera 4S,2017,42596,Gasoline,440.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,78000
Ford,Explorer XLT,2021,33705,Gasoline,2.3L I4 16V GDI DOHC Turbo,White,Light Slate,True,36995
Land,Rover LR4 HSE,2016,63300,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,White,Brown,True,31000
Acura,TLX Type S,2023,4700,Gasoline,355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Red,Black,True,52000
Toyota,Tacoma Base,2020,27256,Gasoline,3.5 Liter,Midnight Black Metallic,Black/Gun Metal,True,42998
Hummer,H3 Base,2010,107481,Gasoline,239.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,White,Black,True,13500
Jeep,Wrangler Unlimited Sahara,2017,128000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Gray,Black,True,26800
Chevrolet,Camaro 2SS,2018,26000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,White,Black,True,39000
Audi,S6 4.0T,2015,74000,Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Blue,Gray,True,29950
Audi,TT RS Base,2012,54900,Gasoline,360.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,White,Brown,False,28900
INFINITI,QX56 Base,2012,141775,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,White,Beige,True,11500
Volkswagen,New Beetle GLS,2001,63250,Gasoline,115.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Yellow,Yellow,True,12000
Audi,Q5 S line,2022,13895,Hybrid,2.0 Liter TFSI,Daytona Gray,Black,True,44998
Lamborghini,Aventador LP750-4 Superveloce,2017,10654,Gasoline,"6.5L V-12 DOHC, variable valve control, premium unleaded, engine",Balloon White,Nero Ade,True,449991
Ford,F-250 XL,2014,35900,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Blue,Gray,True,27900
GMC,Yukon XL Denali,2022,48306,Gasoline,6.2L V8 16V GDI OHV,Summit White,Jet Black,True,71999
Audi,A4 2.0T Premium,2012,125000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Black,Black,True,10500
Mazda,CX-30 Premium Package,2021,45303,Gasoline,2.5L I4 16V GDI DOHC,Snowflake White Pearl,White / Brown,True,25382
Lexus,ES 350 Base,2016,53900,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Red,Beige,True,27500
Jeep,Wrangler Sahara,2008,54000,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Green,Gray,True,20000
Chevrolet,Avalanche 1500 LTZ,2007,129000,Gasoline,366.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,White,Beige,True,17950
Jeep,Grand Cherokee L,2022,10232,Gasoline,3.6L V6 24V MPFI DOHC,Diamond Black,Global Black,True,44646
Acura,MDX w/Advance Package,2023,3708,Gasoline,3.5 Liter SOHC,White,Espresso,True,58998
Nissan,Pathfinder SL,2018,167000,Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Black,Beige,False,14500
Subaru,Impreza Premium,2022,10419,Gasoline,"2L H-4 gasoline direct injection, DOHC, variable valve control,",Crystal White Pearl,Black,True,24998
Audi,A8 4.0T,2014,96238,Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,22500
Subaru,Ascent Limited 7-Passenger,2022,12700,Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,White,Beige,True,38500
Chevrolet,Avalanche 1500 LT,2007,244000,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Gray,Gray,True,16900
Porsche,Cayenne S,2015,124000,Gasoline,420.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,White,Beige,True,25000
BMW,335 i,2009,123000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Purple,Black,True,15000
GMC,Sierra 1500 Limited,2022,24900,Gasoline,310.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,Black,Black,True,49900
Ford,Explorer Sport,2016,95500,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,20000
Cadillac,Escalade ESV Sport,2021,4283,Gasoline,6.2L V8 16V GDI OHV,Black,Brandy,True,479995
Lexus,LX 570 Three-Row,2021,48300,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,White,Red,True,82000
BMW,M3 Base,2008,94000,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Gray,Red,True,25999
Nissan,Xterra Pro-4X,2011,183000,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Black,Gray,True,12000
Ford,Fusion Hybrid SE,2013,126225,Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,Silver,Black,True,11500
Volkswagen,Golf GTI 2.0T,2016,87892,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gray,Black,True,16000
Cadillac,CTS-V Base,2012,45000,Gasoline,556.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Red,Black,True,41500
Aston,Martin Vantage Base,2022,1023,Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Blue,Brown,True,156900
Lexus,GX 460 Base,2015,106000,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Black,Beige,True,37500
GMC,Acadia SLT-1,2019,51300,Gasoline,193.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Black,Black,True,25500
Ford,Bronco Sport Big,2021,30176,Gasoline,1.5L I3 12V PDI DOHC Turbo,Black,Medium Dark Slate,True,28979
Nissan,Titan SV,2021,27598,Gasoline,5.6L V8 32V GDI DOHC,Black,Black,True,39884
Volkswagen,Jetta SportWagen SE,2012,107000,Gasoline,170.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Black,Beige,True,9499
Land,Rover Range Rover,2019,17500,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,65000
RAM,2500 Laramie,2017,117878,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,Red,Black,True,42000
Nissan,Murano SL,2010,138700,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gray,Black,True,7000
Cadillac,Escalade ESV Base,2009,152068,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,White,Black,True,12350
BMW,428 i xDrive,2016,77000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Red,True,26999
Ford,Focus RS Base,2017,26000,Gasoline,350.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Gray,Black,True,37000
Lexus,CT 200h Premium,2014,131200,Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,Brown,Brown,True,14000
Buick,Enclave Leather,2017,83280,Gasoline,3.6L V6 24V GDI DOHC,Quicksilver Metallic,Ebony,True,20599
BMW,M3 Base,2015,59000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Gray,Black,True,53500
Volkswagen,Arteon 2.0T SEL,2020,15500,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Silver,Black,True,30000
BMW,X6 xDrive35i,2013,90000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,White,Red,True,19950
INFINITI,G35 Base,2006,94000,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,White,Gray,True,10995
Hummer,H2 Base,2008,63750,Gasoline,393.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,White,Black,True,55000
Mercedes-Benz,C-Class C 300,2011,95500,Gasoline,228.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Black,Beige,True,15990
Acura,ILX Premium Package,2019,37900,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,White,Black,True,26000
Porsche,911 GT3,2015,13250,Gasoline,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Brown,Gray,True,154900
RAM,1500 Longhorn,2019,76249,Gasoline,5.7L V8 16V MPFI OHV,Diamond Black,Mountain Brown,True,40995
BMW,M3 Base,2001,81000,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,Blue,Gray,True,39000
Chevrolet,Suburban LT,2022,37806,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,60894
Dodge,Ram 2500 ST,2010,151544,Gasoline,355.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Brown,Gray,True,17700
Chevrolet,Camaro 2SS,2012,60345,Gasoline,400.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Yellow,Black,True,26950
Dodge,Challenger SE,2010,90305,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gray,Black,True,12000
Jeep,Grand Cherokee L,2022,13275,Gasoline,3.6L V6 24V MPFI DOHC,Velvet Red Pearlcoat,Global Black,True,42599
Chevrolet,Camaro 2SS,2018,8660,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,White,Black,True,45000
Ford,F-350 Lariat,2021,28220,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Silver,Black,True,73600
Ford,F-250 King Ranch,2015,97700,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Black,–,True,39950
Chevrolet,Corvette Stingray w/3LT,2023,4200,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,White,Black,True,98000
Bentley,Continental GT V8,2020,27404,Gasoline,"4L V-8 gasoline direct injection, DOHC, variable valve control,",Dark Sapphire,Linen,True,199991
Lincoln,MKC Reserve,2016,100000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,White,True,24000
Ford,Excursion Limited,2001,333361,Diesel,250.0HP 7.3L 8 Cylinder Engine Diesel Fuel,Black,Beige,True,17000
Land,Rover Discovery SE,2018,63295,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Blue,White,True,29993
Land,Rover Defender V8,2022,3000,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,96500
Chevrolet,Silverado 1500 2LT,2014,102604,E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Gray,Gray,True,25500
Mercedes-Benz,AMG G 63,2017,39800,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,White,Red,True,99000
Ford,F-250 XLT,2019,124000,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,White,Gray,True,40100
Lexus,LX 570 Three-Row,2018,39300,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,69500
INFINITI,QX60 Luxe,2019,51000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gray,–,True,29000
Land,Rover Range Rover,2017,67000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Gray,Beige,True,35999
INFINITI,QX60 Base,2014,95400,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,White,Beige,False,14195
Hyundai,Sonata GLS,2013,136991,Gasoline,198.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Gray,Gray,True,11000
Toyota,Tundra Limited,2022,3959,Gasoline,389.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,Blue,Gray,True,55000
Jeep,Grand Cherokee Limited,2020,47500,Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Purple,Black,True,31000
Ford,F-350 Lariat Crew,2005,176691,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,White,Beige,True,13000
Mercedes-Benz,CLS-Class CLS 550,2014,34600,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,27500
RAM,2500 SLT,2014,84500,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Black,Gray,True,34000
Kia,Sorento Hybrid EX,2022,36100,Hybrid,227.0HP 1.6L 4 Cylinder Engine Gas/Electric Hybrid,Black,White,True,37500
Hyundai,Genesis 3.8,2015,92225,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,17000
Jeep,Compass Latitude,2020,17500,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Silver,Black,True,25695
Ford,Fusion SE,2011,114323,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Black,Black,True,6000
Toyota,FJ Cruiser Base,2014,92000,Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Beige,Black,True,27500
BMW,430 Gran Coupe,2018,29025,Gasoline,2.0 Liter DOHC T/C,Carbon Black Metallic,Black,True,29998
Dodge,Durango SRT 392,2021,17000,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Blue,Black,True,65000
Hyundai,Santa Fe GLS,2015,96476,Gasoline,290.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,White,Gray,True,13000
Volkswagen,Atlas 3.6L SEL,2021,36311,Gasoline,3.6L V6 24V GDI DOHC,Deep Black Pearl Effect,Titan Black / Quarzit,True,39127
Land,Rover Range Rover,2016,56842,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Silver,Black,True,35000
Nissan,Murano SV,2021,23677,Gasoline,3.5L V6 24V MPFI DOHC,Sunset Drift Chromaflair,Graphite,True,29510
Buick,Envision Essence,2020,27340,Gasoline,2.5L I4 16V GDI DOHC,Summit White,Ebony,True,31700
Chevrolet,Silverado 1500 RST,2020,26177,Gasoline,5.3L V8 16V GDI OHV,Shadow Gray Metallic,Jet Black,False,41986
Pontiac,Solstice GXP,2009,122348,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Red,Black,True,10000
BMW,640 Gran Coupe,2015,98000,Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Black,Beige,True,22500
MINI,Countryman Cooper S,2019,18997,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Red,Black,True,26750
Porsche,Boxster GTS,2016,40350,Gasoline,330.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Gray,Black,True,67995
Ford,Expedition EL King,2011,156856,E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,Black,Brown,True,14300
Bentley,Continental GT GT,2022,1919,Gasoline,12 Cylinder Engine,Granite,Porpoise,True,289991
BMW,X5 M Base,2017,61773,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Gray,Black,True,46000
Ford,Mustang GT Premium,2011,74500,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,22000
Jeep,Compass Sport,2016,99000,Gasoline,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,White,Gray,True,5000
INFINITI,G37 Sport,2008,63496,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,15000
Ford,F-150 XLT,2022,18465,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Black,Gray,True,47500
Porsche,911 Carrera 4S,2007,42635,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Blue,Blue,True,72995
INFINITI,G35 Base,2005,99000,Gasoline,298.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Silver,Black,True,18900
Chrysler,300C Base,2013,87500,Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,White,Beige,True,13750
Toyota,Camry Solara SLE,2007,138000,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,White,Beige,True,6800
Lexus,IS 300 Base,2018,70891,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,White,Black,True,28995
Buick,Enclave Essence,2020,55403,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Red,Gray,True,29444
BMW,M4 Competition xDrive,2022,3213,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Black,Red,True,89995
Pontiac,GTO Base,2005,142314,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Red,Red,True,21999
Toyota,FJ Cruiser Base,2013,53000,Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Blue,Black,True,36740
Hyundai,Elantra SE,2014,120250,Gasoline,145.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Blue,Gray,True,7500
Porsche,Macan S,2015,72329,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Silver,Black,True,29500
Hummer,H3 Base,2007,153692,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,Beige,Black,True,9995
Ford,Transit-350 Base,2018,235000,Gasoline,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,White,Gray,False,18000
Audi,S4 3.0 Prestige,2012,98400,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,White,White,True,18000
Toyota,4Runner SR5 Premium,2023,1400,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,White,Black,True,46500
Ford,F-250 Base,1997,92800,Gasoline,210.0HP 5.8L 8 Cylinder Engine Gasoline Fuel,White,Gray,True,9000
Mercedes-Benz,G-Class G 550,2021,75151,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,130000
Subaru,Legacy 2.5 GT,2008,94000,Gasoline,243.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Gray,Blue,True,12500
Mercedes-Benz,E-Class E 350,2014,67350,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Silver,–,True,18700
BMW,M3 Base,2001,66500,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,Red,Black,True,21000
Mercedes-Benz,C-Class C 250,2014,70612,Gasoline,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,White,Beige,True,14500
Toyota,Sienna XLE Limited,2007,112630,Gasoline,266.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Silver,Gray,True,11500
Dodge,Avenger SE,2014,124705,E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,Black,Black,True,6499
BMW,M240 i,2018,61000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Blue,Black,True,34000
RAM,3500 SLT,2017,157272,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,White,Gray,True,32999
Mercedes-Benz,GL-Class GL 450,2015,84000,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Blue,Gray,True,20399
Jeep,Gladiator Rubicon,2020,27981,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Red,Black,True,47500
Bentley,Continental GT Base,2009,18000,Gasoline,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Blue,Beige,True,63000
Chevrolet,Corvette Stingray w/2LT,2021,3053,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Silver,Gray,True,83900
Audi,Q5 3.0T Premium,2015,60251,Gasoline,272.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,19000
Mazda,MX-5 Miata Club,2021,5093,Gasoline,181.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gray,Black,True,28000
Bentley,Bentayga W12 Signature,2018,31875,Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,White,Black,True,115785
Mercedes-Benz,S-Class S500,2005,175722,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,White,Beige,True,7000
BMW,M6 Base,2015,17900,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,59900
GMC,Yukon SLT,2015,142792,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,White,Brown,True,22999
BMW,750 iL,2001,53814,Gasoline,326.0HP 5.4L 12 Cylinder Engine Gasoline Fuel,Gray,Gray,False,11800
Toyota,Tundra Limited,2010,89400,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,White,Gray,True,26900
Chrysler,300C Base,2007,86000,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Gray,Black,True,15000
smart,ForTwo Pure,2008,61595,Gasoline,70.0HP 1.0L 3 Cylinder Engine Gasoline Fuel,Blue,Gray,True,5000
Toyota,Tundra SR,2018,74000,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,Beige,Black,True,38000
Hummer,H2 Base,2004,130000,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,16500
BMW,ALPINA B7 Base,2015,86000,Gasoline,540.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Black,White,True,29000
Land,Rover Range Rover,2008,140600,Gasoline,390.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Red,Beige,True,7500
Audi,A4 2.0T Tech,2018,27532,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gray,Black,True,27900
Ford,Focus SE,2017,91000,E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,Gray,Black,True,12500
Mercedes-Benz,E-Class E 550,2014,63000,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Silver,Black,True,28500
Jeep,Wrangler Unlimited 4xe,2022,10500,Plug-In Hybrid,375.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,Green,Beige,True,49999
Mercedes-Benz,M-Class ML 350,2014,75073,E85 Flex Fuel,302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,Gray,Black,True,21500
Jeep,Wrangler Sahara,2008,140000,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Silver,–,True,9000
Mercedes-Benz,A-Class A 220,2019,30300,Gasoline,188.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Silver,Black,True,30500
Chevrolet,Malibu 1LT,2009,139000,Gasoline,169.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,White,Black,True,4200
Hummer,H3 Base,2006,118000,Gasoline,220.0HP 3.5L 5 Cylinder Engine Gasoline Fuel,Gray,Black,True,17900
BMW,i8 Base,2015,51000,Plug-In Hybrid,357.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,Gray,Brown,True,53000
Cadillac,XLR Base,2009,69423,Gasoline,320.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Red,Beige,True,36500
Lincoln,MKZ Select,2017,52284,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Blue,Beige,True,12500
Chevrolet,Silverado 1500 W/T,2006,111228,Gasoline,195.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,Blue,Gray,True,4000
Land,Rover Range Rover,2019,52300,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,49900
Nissan,Titan SL,2021,95993,Gasoline,5.6L V8 32V GDI DOHC,White,Black,True,32612
Kia,Telluride SX,2022,26716,Gasoline,"LAMBDA II 3.8L V-6 gasoline direct injection, DOHC, D-CVVT varia",Dark Moss,Black,True,47541
Chevrolet,Tahoe RST,2023,39517,Gasoline,5.3L V8 16V GDI OHV,Black,Jet Black,True,67190
Ford,Mustang GT Premium,2019,31600,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Blue,Gray,True,41000
BMW,330 i,2017,83298,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Black,Black,True,18300
